country,iso2c,iso3c,year,gdp_pc_ppp,region,income
Equatorial Guinea,GQ,GNQ,2008,30522.7787142774,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,2007,26610.7691219619,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,2006,23511.39865709,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,2005,22137.0497795007,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,2004,19354.2120821557,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,2003,14496.1744119688,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,2002,13254.823622224,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,2001,11626.7231171673,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,2000,7420.39310111594,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1999,6469.8387411234,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1998,5280.39000143916,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1997,4386.82626162969,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1996,1793.19296806024,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1995,1098.25498920183,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1994,950.757255783655,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1993,828.163863908102,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1992,756.064109641287,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1991,569.282520987418,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1990,577.395478707944,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1989,NA,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1988,NA,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1987,NA,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1986,NA,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1985,NA,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1984,NA,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1983,NA,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1982,NA,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1981,NA,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,1980,NA,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,2018,18413.1294204577,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,2017,18434.7708571004,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,2016,16649.4757672359,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,2013,27909.5175876754,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,GQ,GNQ,2012,30011.9274409625,Sub-Saharan Africa,Upper middle income
Eritrea,ER,ERI,1981,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2018,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2017,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2013,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2012,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2011,1742.32363018235,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2010,1599.19106106457,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2009,1576.74284599077,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2008,1546.92747535768,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2007,1727.09344172581,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2006,1682.23894199347,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2005,1674.07005453978,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2004,1620.76402912482,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2003,1620.85093040039,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2002,1701.69523684878,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2001,1683.68441866109,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2000,1557.87580231581,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1999,1597.12992240195,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1998,1598.00219470142,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1997,1573.1254547189901,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1996,1449.05483276575,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1995,1368.77876285653,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1994,1379.24547090989,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1993,1148.7620087525,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1992,1020.56883876091,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1991,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1990,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1989,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1988,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1987,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1986,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1985,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1984,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1983,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1982,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2022,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2021,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2020,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2019,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2014,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2016,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,2015,NA,Sub-Saharan Africa,Low income
Eritrea,ER,ERI,1980,NA,Sub-Saharan Africa,Low income
Estonia,EE,EST,2020,40672.1340402132,Europe & Central Asia,High income
Estonia,EE,EST,2016,31947.7769107437,Europe & Central Asia,High income
Estonia,EE,EST,2015,29720.5911161676,Europe & Central Asia,High income
Estonia,EE,EST,2014,29403.6584494815,Europe & Central Asia,High income
Estonia,EE,EST,1980,NA,Europe & Central Asia,High income
Estonia,EE,EST,2012,26242.5282659014,Europe & Central Asia,High income
Estonia,EE,EST,2011,24652.3610297918,Europe & Central Asia,High income
Estonia,EE,EST,2010,21616.7122418461,Europe & Central Asia,High income
Estonia,EE,EST,2013,27831.1526234213,Europe & Central Asia,High income
Estonia,EE,EST,2008,22803.5194742273,Europe & Central Asia,High income
Estonia,EE,EST,2007,22201.3543849265,Europe & Central Asia,High income
Estonia,EE,EST,2006,19348.3868589782,Europe & Central Asia,High income
Estonia,EE,EST,2005,16638.0779749397,Europe & Central Asia,High income
Estonia,EE,EST,2004,14539.9710841117,Europe & Central Asia,High income
Estonia,EE,EST,2003,13136.7185083193,Europe & Central Asia,High income
Estonia,EE,EST,2002,11666.6649638489,Europe & Central Asia,High income
Estonia,EE,EST,2001,10309.9978807426,Europe & Central Asia,High income
Estonia,EE,EST,2000,9422.49706491914,Europe & Central Asia,High income
Estonia,EE,EST,1999,8412.06677647343,Europe & Central Asia,High income
Estonia,EE,EST,1998,8450.51937523685,Europe & Central Asia,High income
Estonia,EE,EST,1997,7977.91655116702,Europe & Central Asia,High income
Estonia,EE,EST,2009,20478.2524752833,Europe & Central Asia,High income
Estonia,EE,EST,1995,6475.40136185006,Europe & Central Asia,High income
Estonia,EE,EST,1994,5962.61470597632,Europe & Central Asia,High income
Estonia,EE,EST,1993,5809.85535887514,Europe & Central Asia,High income
Estonia,EE,EST,1992,5867.94387227387,Europe & Central Asia,High income
Estonia,EE,EST,1991,7146.26055574846,Europe & Central Asia,High income
Estonia,EE,EST,1990,7475.93117200556,Europe & Central Asia,High income
Estonia,EE,EST,1989,NA,Europe & Central Asia,High income
Estonia,EE,EST,1988,NA,Europe & Central Asia,High income
Estonia,EE,EST,1987,NA,Europe & Central Asia,High income
Estonia,EE,EST,1986,NA,Europe & Central Asia,High income
Estonia,EE,EST,1985,NA,Europe & Central Asia,High income
Estonia,EE,EST,1984,NA,Europe & Central Asia,High income
Estonia,EE,EST,1996,6889.29880886621,Europe & Central Asia,High income
Estonia,EE,EST,2022,47802.0073086125,Europe & Central Asia,High income
Estonia,EE,EST,2021,44251.5374983455,Europe & Central Asia,High income
Estonia,EE,EST,1981,NA,Europe & Central Asia,High income
Estonia,EE,EST,2019,40586.3784378888,Europe & Central Asia,High income
Estonia,EE,EST,2018,37120.9879761677,Europe & Central Asia,High income
Estonia,EE,EST,2017,34506.6486942506,Europe & Central Asia,High income
Estonia,EE,EST,1982,NA,Europe & Central Asia,High income
Estonia,EE,EST,1983,NA,Europe & Central Asia,High income
Eswatini,SZ,SWZ,2018,8536.99394749905,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2017,8586.29809952743,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2019,9248.27636899416,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2014,8367.59716082908,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2013,8233.6040681314,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2016,8488.39432616799,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2015,8393.35393669388,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2022,10665.4994162858,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2009,6923.38188231267,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2008,6818.48144007441,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2007,6680.00557786244,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2006,6263.58501274895,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2005,5761.45610732418,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2004,5298.94785392543,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2003,5009.87782681402,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2002,4761.77668321386,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2001,4527.95313953591,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2000,4422.62770357704,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2012,7756.33825656685,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2011,7504.14896572489,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2010,7230.86004359533,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1996,3935.37443957337,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1995,3796.06525402439,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1994,3544.09994291675,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1993,3388.28737944571,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1992,3305.06447422849,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1991,3251.85456076608,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1990,3217.76936866534,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1989,NA,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1988,NA,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1987,NA,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1999,4293.69584417521,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1998,4157.31606445527,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1997,4058.59107783395,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1983,NA,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1982,NA,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2021,9946.04055370333,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,2020,9297.5881020884,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1980,NA,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1984,NA,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1986,NA,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1985,NA,Sub-Saharan Africa,Lower middle income
Eswatini,SZ,SWZ,1981,NA,Sub-Saharan Africa,Lower middle income
Ethiopia,ET,ETH,2019,2242.44488310464,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2020,2406.78938478669,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2015,1632.61818006837,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2018,2095.3175782979,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2016,1857.54946515224,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2011,1098.11515728787,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2010,995.65397860146,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2017,2004.74755633129,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2021,2588.41310215884,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2007,770.261155174169,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2006,692.86690763423,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2005,624.51069241698,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2004,557.825634822556,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2003,492.840755448409,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2002,509.126314094017,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2014,1484.63145566608,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2013,1252.86896408004,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2012,1178.97474553026,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1998,435.801505698425,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1997,460.636391552941,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2009,899.140901727952,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2008,844.988379963632,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1994,390.823946509236,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1993,383.960680234865,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1992,343.3615486157,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1991,383.387227631677,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1990,417.026578461142,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1989,NA,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2001,509.119301847982,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2000,473.903313508447,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1999,450.486020106421,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1987,NA,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1986,NA,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1996,453.368395613495,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1995,409.294333244512,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,2022,2844.92274535753,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1982,NA,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1981,NA,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1980,NA,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1985,NA,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1988,NA,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1983,NA,Sub-Saharan Africa,Low income
Ethiopia,ET,ETH,1984,NA,Sub-Saharan Africa,Low income
Euro area,XC,EMU,2013,39064.6273675218,Aggregates,Aggregates
Euro area,XC,EMU,2001,26346.016011817,Aggregates,Aggregates
Euro area,XC,EMU,2017,45832.5512483687,Aggregates,Aggregates
Euro area,XC,EMU,2016,43732.1036050939,Aggregates,Aggregates
Euro area,XC,EMU,2015,41247.2591434672,Aggregates,Aggregates
Euro area,XC,EMU,2014,40118.3051129995,Aggregates,Aggregates
Euro area,XC,EMU,1991,17895.4566699682,Aggregates,Aggregates
Euro area,XC,EMU,1990,17007.7810105423,Aggregates,Aggregates
Euro area,XC,EMU,2020,49691.3401188515,Aggregates,Aggregates
Euro area,XC,EMU,2019,51240.6924449983,Aggregates,Aggregates
Euro area,XC,EMU,2018,47721.5305645843,Aggregates,Aggregates
Euro area,XC,EMU,2021,54187.8406226112,Aggregates,Aggregates
Euro area,XC,EMU,1994,19424.0033519174,Aggregates,Aggregates
Euro area,XC,EMU,1993,18616.1913738797,Aggregates,Aggregates
Euro area,XC,EMU,1992,18405.1812675902,Aggregates,Aggregates
Euro area,XC,EMU,1995,20261.6737435454,Aggregates,Aggregates
Euro area,XC,EMU,2022,59921.0108876931,Aggregates,Aggregates
Euro area,XC,EMU,2012,37786.1901063414,Aggregates,Aggregates
Euro area,XC,EMU,2011,37441.4094153391,Aggregates,Aggregates
Euro area,XC,EMU,2002,27384.5335764437,Aggregates,Aggregates
Euro area,XC,EMU,1981,NA,Aggregates,Aggregates
Euro area,XC,EMU,1984,NA,Aggregates,Aggregates
Euro area,XC,EMU,1983,NA,Aggregates,Aggregates
Euro area,XC,EMU,1982,NA,Aggregates,Aggregates
Euro area,XC,EMU,2003,27856.5846121978,Aggregates,Aggregates
Euro area,XC,EMU,1980,NA,Aggregates,Aggregates
Euro area,XC,EMU,2005,29985.3423831362,Aggregates,Aggregates
Euro area,XC,EMU,2004,28955.9672718326,Aggregates,Aggregates
Euro area,XC,EMU,1998,22770.170580128,Aggregates,Aggregates
Euro area,XC,EMU,1987,NA,Aggregates,Aggregates
Euro area,XC,EMU,2000,25148.0931084346,Aggregates,Aggregates
Euro area,XC,EMU,1999,23666.9285467877,Aggregates,Aggregates
Euro area,XC,EMU,1997,21737.7493500516,Aggregates,Aggregates
Euro area,XC,EMU,1996,20895.7261694846,Aggregates,Aggregates
Euro area,XC,EMU,1986,NA,Aggregates,Aggregates
Euro area,XC,EMU,1985,NA,Aggregates,Aggregates
Euro area,XC,EMU,1989,NA,Aggregates,Aggregates
Euro area,XC,EMU,1988,NA,Aggregates,Aggregates
Euro area,XC,EMU,2006,32467.3275788262,Aggregates,Aggregates
Euro area,XC,EMU,2009,34777.3581928989,Aggregates,Aggregates
Euro area,XC,EMU,2008,35655.7988823784,Aggregates,Aggregates
Euro area,XC,EMU,2010,35748.6049688718,Aggregates,Aggregates
Euro area,XC,EMU,2007,34363.0106311473,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2019,38489.2105639973,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2022,47041.3669450942,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2021,42235.022384413,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1993,12227.0799782508,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1992,12148.9252371846,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2003,18180.1383722431,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2020,37975.1559783405,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1980,NA,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1997,13915.9139787797,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1996,13339.0283106925,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1995,12894.495142099,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1994,12427.2843562276,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2009,25113.0546371877,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2004,19305.5522828057,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2016,32454.5730018785,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2008,25823.9502660473,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2005,20349.3259200589,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1984,NA,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1983,NA,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1986,NA,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1985,NA,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2010,26191.4425403139,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2006,22541.470305201,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1982,NA,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1981,NA,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2007,24174.9215638504,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2001,16708.0809021414,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1988,NA,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1991,12144.1444880245,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2002,17502.0410312847,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1990,11895.8999732108,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2000,15901.5683637745,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1987,NA,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1998,14202.3912945708,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2015,31045.05337896,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1989,NA,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1999,14762.7309843682,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2012,28527.6671845099,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2011,27777.3802390661,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2014,30596.8116178916,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2017,34188.7607646228,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2013,29835.9889901167,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2018,35885.5640292005,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1980,NA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2021,21837.95054012,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2005,8311.55157353746,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2020,19587.1724963162,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2008,11392.3301593115,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1993,5834.07804032005,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2000,5715.87756723508,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2006,9484.07910151207,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1994,5247.48041813689,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1992,5921.01369426862,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2022,24921.079185127,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2017,17593.3848202382,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2004,7539.84230169138,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1981,NA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2001,5926.45197703137,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1984,NA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1987,NA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1986,NA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1985,NA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2009,11038.8906954962,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1983,NA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1982,NA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2007,10566.8702861051,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2002,6235.68843067137,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1989,NA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1988,NA,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2003,6676.48124353787,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1998,5198.36290163196,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1997,5891.64615105247,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1996,5533.95958702022,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1999,5212.39848979258,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2011,13243.1423818554,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2010,12038.0525698047,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2014,15756.9875662941,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1995,5314.73185629736,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1991,6158.12808867687,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1990,6327.05777239568,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2018,18188.385158417,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2019,19259.4951889678,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2016,16653.5394469988,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2015,16060.3021856896,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2013,15232.3477535504,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2012,13991.1453017981,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2021,29735.8188664757,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2011,17500.5177647337,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1999,5955.22297904493,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1998,5752.0218392559,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2022,32847.9133688228,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2001,6966.79468057892,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2007,13366.5009145431,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1985,NA,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1984,NA,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1983,NA,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2000,6592.57370877316,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2019,25300.6453093507,Aggregates,Aggregates
