country,iso2c,iso3c,year,AG.YLD.CREL.KG,status,lastupdated,region,capital,longitude,latitude,income,lending
Belize,BZ,BLZ,2009,2686.5,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,2008,2427.2,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,2007,2939.5,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,1994,1898.1,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,2005,2869.5,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,2004,2365.7,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,2003,2851.8,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,1990,2013.8,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,1989,1612.4,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,1988,1686.6,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,1987,1706.6,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,1986,1753,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,1985,1515.9,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,1984,1526,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,1983,1865.2,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,1982,2030.5,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,1981,2071.5,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,1980,1988.6,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,1993,2185.3,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,1992,2289.7,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,1991,2485.1,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,1995,1917.7,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Belize,BZ,BLZ,1996,2504.9,,2025-12-04,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,Blend
Benin,BJ,BEN,2018,1428.5,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2017,1405.4,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2019,1238.3,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2014,1460.3,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2013,1479.6,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2016,1455.9,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2015,1336.7,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2010,1200.6,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2022,1361.5,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2021,1408.6,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2020,1432.8,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2006,1190.5,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2005,1136.4,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2004,1146,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2003,1148.7,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2002,1131.1,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2001,1069.3,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2000,1102.1,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2012,1373.2,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2011,1517.8,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1996,1009.6,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2009,1423.5,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2008,1158.7,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2007,1286,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1993,919.2,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1992,913.4,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1991,878.6,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1990,847.9,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1989,853.7,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1988,834.7,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1987,725.1,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1986,836.2,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1985,855.8,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1984,799.1,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1983,599.9,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1982,649.5,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1981,653.8,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1980,718.3,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1998,1055.9,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1997,1117,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1999,1162.6,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1994,956.9,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1995,1086.5,,2025-12-04,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Bermuda,BM,BMU,2020,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1980,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2016,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1981,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2017,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2012,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2019,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2018,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2009,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2008,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2007,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2006,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2005,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2004,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2003,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2015,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2014,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2013,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1999,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2011,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2010,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1995,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1994,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1993,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1992,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1991,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1990,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1989,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1988,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1987,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1986,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1985,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1984,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1983,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1982,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2022,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2021,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2002,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2001,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2000,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1998,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1997,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1996,NA,,2025-12-04,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bhutan,BT,BTN,2022,3447.8,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2018,3416.5,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2014,3254.9,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2021,3343.2,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2020,3436,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2019,3082.1,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2010,2469.1,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2009,2160.4,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2008,2741.5,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2007,1999.2,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2006,2199.7,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2005,2334.9,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2017,3411.5,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2016,3373.4,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2015,3475.8,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2003,1791.3,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2013,3226.4,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2012,2944.2,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2011,2801.7,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1999,1506.7,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1998,1559.5,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1997,1541,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1996,1467.5,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1995,1365.8,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1994,1281.1,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1993,1164.2,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1992,1063.6,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1991,1027.5,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1990,1279.8,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1989,1015.2,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1988,1019.7,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1987,1181.9,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1986,1371.9,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1985,1386.1,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1984,1442.3,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1983,1429,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1982,1445.3,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1981,1457.7,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,1980,1425,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2002,1549,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2001,1449.4,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2004,2995.2,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bhutan,BT,BTN,2000,1437.9,,2025-12-04,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
Bolivia,BO,BOL,2019,2030.1,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2022,1716.7,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2021,2523,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2015,2280.2,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2014,1958.1,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2013,1717.9,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2012,2113.2,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2011,2045.3,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2010,2267.3,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2009,2346,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2008,2016.4,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2020,2024,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2004,1618.7,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2018,2333.7,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2017,1845.6,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2016,2111.3,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1991,1358.1,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2003,1963.3,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2002,1712.4,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2001,1784.9,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2000,1641.9,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1999,1366.5,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1998,1494.8,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1997,1388.2,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1996,1613.6,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1995,1561.2,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1994,1426.7,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1993,1537,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1992,1399.7,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1987,1332.9,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1990,1360.8,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1989,1354,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1988,1321,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1983,1043.5,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1986,1287.9,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1985,1336.4,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1984,1307.7,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2005,1927,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1982,1253.3,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1981,1300.5,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,1980,1116.6,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2007,1763.3,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bolivia,BO,BOL,2006,2100.1,,2025-12-04,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2003,2521.6,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2021,4422.1,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2022,6912.7,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2017,3732.1,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2020,6050.7,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2019,5354.7,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2018,5487.9,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2013,4026.9,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2016,5191.7,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2015,3812.1,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2014,3977.4,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2009,4503.1,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2008,4427.1,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2007,3223.2,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2002,3828.2,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2001,3201.7,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2000,2550.2,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1999,3756.4,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1998,3481.2,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1997,3523.7,,2025-12-04,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
